Name,NetWorth,Country,Continent,Source,Continent_Rank,Rank,Age Range,Industry,,Age
Murat Ulker,6.3,Turkey,,food,,421,60,Food & Beverage,,62
Murat Vargi,1,Turkey,,telecom,,2674,70,Telecom,,73
Murdaya Poo,1.2,Indonesia,,diversified,,2378,80,Diversified,,80
Mustafa Kucuk,2.1,Turkey,,fashion retail,,1517,50,Fashion & Retail,,57
Mustafa Rahmi Koc,2.3,Turkey,,diversified,,1362,90,Diversified,,90
Myron Wentz,1.6,St. Kitts and Nevis,,health products,,1931,80,Fashion & Retail,,81
N. Murray Edwards,1.8,Canada,,oil & gas,,1750,60,Energy,,61
N.R. Narayana Murthy,3.5,India,,software services,,859,70,Technology,,74
Nadir Godrej,2.4,India,,consumer goods,,1299,70,Diversified,,70
Naguib Sawiris,3.2,Egypt,Africa,telecom,9,956,60,Telecom,,66
Najib Mikati,2.5,Lebanon,,telecom,,1249,60,Telecom,,65
Nan Cunhui,2.7,China,,power equipment,,1174,50,Manufacturing,,57
Nancy Lerner,1.1,United States,,"banking, credit cards",,2524,60,Finance & Investments,,60
Nancy Walton Laurie,7.5,United States,,Walmart,,334,60,Fashion & Retail,,69
Nandan Nilekani,2.5,India,,software services,,1249,60,Technology,,65
Naomi Azrieli,1.1,Canada,,Real estate,,2524,50,Real Estate,,55
Narendrakumar Parekh,1.7,India,,adhesives,,1833,80,Manufacturing,,82
Nassef Sawiris,8.3,Egypt,Africa,"construction, investments",2,297,60,Construction & Engineering,,60
Nathan Blecharczyk,12.4,United States,,Airbnb,,177,30,Technology,,37
Nathan Kirsh,4.7,Swaziland,Africa,"retail, real estate",8,608,80,Fashion & Retail,,89
Neal Blue & family,3.3,United States,,defense,,925,80,Manufacturing,,86
Neerja Sethi,1.1,United States,,"IT consulting, outsourcing",,2524,60,Technology,,66
Neil Bluhm,5.7,United States,,real estate,,486,80,Real Estate,,83
Neil Shen,5.2,China,,venture capital,,539,50,Finance & Investments,,53
Nelson Peltz,1.6,United States,,investments,,1931,70,Finance & Investments,,78
Nerio Alessandri,1.3,Italy,,gym equipment,,2263,50,Manufacturing,,59
Nguyen Dang Quang,1.2,Vietnam,,"consumer products, banking",,2378,50,Food & Beverage,,57
Nguyen Thi Phuong Thao,2.8,Vietnam,,airlines,,1111,50,Diversified,,50
Ni Zugen,1.6,China,,appliances,,1931,60,Manufacturing,,64
Nicholas Pritzker,1.7,United States,,"hotels, investments",,1833,70,Finance & Investments,,77
Nick Caporella,4.4,United States,,beverages,,655,80,Food & Beverage,,85
Nick Molnar,1.8,Australia,,fintech,,1750,30,Finance & Investments,,30
Nicky Oppenheimer & family,8,South Africa,Africa,diamonds,3,308,70,Metals & Mining,,75
Nicola Bulgari,1.9,Italy,,luxury goods,,1664,80,Fashion & Retail,,80
Nicola Leibinger-Kammueller,2,Germany,,manufacturing,,1580,60,Manufacturing,,61
Nicolas Berggruen,1.7,United States,,investments,,1833,50,Finance & Investments,,59
Nicolas Puech,5.7,France,,Hermes,,486,70,Fashion & Retail,,78
Nie Tengyun & family,3.1,China,,logistics,,986,40,Service,,45
Niels Peter Louis-Hansen,8.2,Denmark,,medical devices,,304,70,Healthcare,,73
Nigel Austin,1.4,Australia,,retail,,2141,50,Fashion & Retail,,50
Nihat Ozdemir,2.3,Turkey,,diversified,,1362,70,Diversified,,71
Nik Storonsky,1.2,United Kingdom,,fintech,,2378,30,Technology,,36
Nikolai Buinov,2.2,Russia,,"oil, gas",,1444,50,Energy,,53
Niraj Shah,3.6,United States,,online retail,,831,40,Technology,,47
Niranjan Hiranandani,1.6,India,,real estate,,1931,70,Real Estate,,71
Nirmal Minda,1.4,India,,auto parts,,2141,60,Automotive,,63
Niti Osathanugrah,1.5,Thailand,,"energy drinks,investments",,2035,40,Finance & Investments,,47
Noam Gottesman,2.3,United States,,hedge funds,,1362,50,Finance & Investments,,59
Nobutada Saji,1.3,Japan,,beverages,,2263,70,Food & Beverage,,75
Nobutoshi Shimamura,1.4,Japan,,retail,,2141,90,Fashion & Retail,,95
Norbert Dentressangle,1.6,France,,"transport, logistics",,1931,60,Logistics,,66
Norma Lerner,1.1,United States,,banking,,2524,80,Finance & Investments,,85
Norman Braman,2.8,United States,,"art, car dealerships",,1111,80,Automotive,,88
Noubar Afeyan,1.9,United States,,biotech,,1664,50,Healthcare,,58
Nusli Wadia,3.8,India,,consumer goods,,775,70,Food & Beverage,,77
Nutchamai Thanombooncharoen,1.2,Thailand,,energy drinks,,2378,50,Food & Beverage,,59
O. Francis Biondi,1.8,United States,,hedge funds,,1750,50,Finance & Investments,,56
Odd Reitan & family,6.1,Norway,,"retail, real estate",,440,60,Fashion & Retail,,69
Oei Hong Leong,1.8,Singapore,,investments,,1750,70,Finance & Investments,,73
Oleg Boyko,1.3,Russia,,diversified,,2263,50,Diversified,,56
Oleg Deripaska,3.8,Russia,,"aluminum, utilities",,775,50,Metals & Mining,,53
Oleg Tinkov,4.7,Russia,,banking,,608,50,Finance & Investments,,53
Oliver Samwer,1.4,Germany,,tech investments,,2141,40,Technology,,47
Olivier Pomel,1.9,France,,cloud computing,,1664,40,Technology,,44
Oprah Winfrey,2.7,United States,,TV shows,,1174,60,Media & Entertainment,,67
Or Wai Sheun,3,Hong Kong,,real estate,,1008,60,Real Estate,,69
Orion Hindawi,2,United States,,software,,1580,40,Technology,,41
Orlando Bravo,4.4,United States,,private equity,,655,50,Finance & Investments,,50
Osman Kibar,2.9,United States,,biotech,,1064,50,Healthcare,,50
Othman Benjelloun & family,1.3,Morocco,,"banking, insurance",,2263,80,Finance & Investments,,88
Otto Happel,3.2,Germany,,engineering,,956,70,Construction & Engineering,,73
Otto Philipp Braun,3.1,Germany,,medical technology,,986,40,Healthcare,,43
Ou Xueming,1.1,China,,real estate,,2524,70,Real Estate,,72
Ou Zongrong & family,2.7,China,,real estate,,1174,50,Real Estate,,57
P.P. Reddy,1.6,India,,infrastructure,,1931,60,Construction & Engineering,,63
P.V. Ramprasad Reddy,3,India,,pharmaceuticals,,1008,60,Healthcare,,63
P.V.Krishna Reddy,1.5,India,,infrastructure,,2035,50,Construction & Engineering,,51
Pablo Legorreta,2.9,United States,,investments,,1064,50,Finance & Investments,,57
Pallonji Mistry,14.6,Ireland,,construction,,140,90,Construction & Engineering,,91
Pamela Mars,7.8,United States,,"candy, pet food",,316,60,Food & Beverage,,60
Pan Dong,8.3,Canada,,consumer goods,,297,50,Fashion & Retail,,56
Pan Gang,1.6,China,,dairy,,1931,50,Food & Beverage,,50
Pan Laican,4.2,China,,soy sauce,,680,N/A,Food & Beverage,,N/A
Pang Kang,26.4,China,,soy sauce,,57,60,Food & Beverage,,65
Pankaj Patel,5,India,,pharmaceuticals,,561,60,Healthcare,,68
Pansy Ho,4.3,Hong Kong,,casinos,,665,50,Gambling & Casinos,,58
Paolo & Gianfelice Mario Rocca,3.7,Italy,,pipe manufacturing,,807,N/A,Metals & Mining,,N/A
Paolo Bulgari,1.5,Italy,,luxury goods,,2035,80,Fashion & Retail,,83
Pat Stryker,3,United States,,medical equipment,,1008,60,Healthcare,,65
Patrice Motsepe,2.9,South Africa,,mining,,1064,50,Metals & Mining,,59
Patricia Angelini Rossi,1.6,Chile,,"forestry, mining",,1931,60,Diversified,,67
Patrick Collison,3.2,Ireland,,payment software,,956,30,Technology,,32
Patrick Drahi,11.8,France,,telecom,,186,50,Telecom,,57
Patrick Hanrahan,1.7,United States,,software,,1833,60,Technology,,65
Patrick Lee,5.1,Hong Kong,,paper,,550,70,Manufacturing,,79
Patrick Ryan,3.4,United States,,insurance,,891,80,Finance & Investments,,83
Patrick Soon-Shiong,7.5,United States,,pharmaceuticals,,334,60,Healthcare,,68
Patrick Zalupski,1.3,United States,,homebuilding,,2263,40,Real Estate,,40
Patrizio Bertelli,4.6,Italy,,luxury goods,,622,70,Fashion & Retail,,75
Patrizio Vinciarelli,1.9,United States,,electronic components,,1664,70,Technology,,74
Paul Fireman,1.1,United States,,Reebok,,2524,70,Fashion & Retail,,77
Paul Foster,1.7,United States,,oil refining,,1833,60,Energy,,63
Paul Gauselmann & family,3.9,Germany,,gambling,,752,80,Gambling & Casinos,,86
Paul Sciarra,2.9,United States,,Pinterest,,1064,40,Technology,,40
Paul Singer,4.3,United States,,hedge funds,,665,70,Finance & Investments,,76
"Paul Tudor Jones, II.",7,United States,,hedge funds,,369,60,Finance & Investments,,66
Paul Xiaoming Lee & family,4,United States,,packaging,,727,60,Manufacturing,,63
Paul-Heinz Wesjohann & family,4.6,Germany,,chicken processing,,622,70,Food & Beverage,,77
Pauline MacMillan Keinath,6.4,United States,,Cargill,,418,80,Food & Beverage,,87
Pavel Baudis,2,Czechia,,software,,1580,60,Technology,,60
Pavel Durov,17.2,Russia,,messaging app,,112,30,Technology,,36
Pavel Tykac,1.7,Czechia,,coal mines,,1833,50,Metals & Mining,,56
Pawan Munjal & family,4.3,India,,motorcycles,,665,60,Automotive,,67
Pedro de Godoy Bueno,3,Brazil,,health insurance,,1008,30,Healthcare,,30
Pedro Moreira Salles,2.5,Brazil,,"banking, minerals",,1249,60,Diversified,,61
Pei Zhenhua,7.5,China,,batteries,,334,60,Energy,,62
Peng Hao,1.1,China,,electronics,,2524,50,Manufacturing,,53
Peng Yongdong,1.9,China,,real estate,,1664,40,Real Estate,,41
Penny Pritzker,3.1,United States,,"hotels, investments",,986,60,Finance & Investments,,61
Penny Sanford,1.3,United States,,real estate brokerage,,2263,50,Real Estate,,55
Peter Buck,1.7,United States,,Subway sandwich shops,,1833,90,Food & Beverage,,90
Peter Gassner,4.6,United States,,software,,622,50,Technology,,56
Peter Gilgan,3.7,Canada,,homebuilding,,807,70,Construction & Engineering,,70
Peter Grogg,3,Switzerland,,biochemicals,,1008,70,Healthcare,,79
Peter Hargreaves,4.2,United Kingdom,,financial services,,680,70,Finance & Investments,,74
Peter Kamprad,1.2,Sweden,,IKEA,,2378,50,Finance & Investments,,57
Peter Kellogg,3.6,United States,,investments,,831,70,Finance & Investments,,78
Peter Kelly,1.3,United Kingdom,,I.T.,,2263,60,Technology,,63
Peter Leibinger,2,Germany,,machine tools,,1580,50,Manufacturing,,54
Peter Lim,3,Singapore,,investments,,1008,60,Finance & Investments,,67
Peter Sondakh,1.5,Indonesia,,investments,,2035,70,Finance & Investments,,71
Peter Sperling,1.6,United States,,education,,1931,60,Service,,61
Peter Spuhler,2.2,Switzerland,,train cars,,1444,60,Manufacturing,,61
Peter Szulczewski,1.7,Canada,,e-commerce,,1833,30,Technology,,39
Peter Thiel,4.9,United States,,Facebook,,574,50,Finance & Investments,,53
Peter Unger,2.5,Germany,,auto repair,,1249,70,Automotive,,76
Peter Woo,18,Hong Kong,,real estate,,104,70,Real Estate,,74
Petr Kellner,17.5,Czechia,,"finance, telecommunications",,110,50,Finance & Investments,,56
Petro Poroshenko,1.6,Ukraine,,confectionery,,1931,50,Food & Beverage,,55
Petter Stordalen & family,1.3,Norway,,hotels,,2263,50,Service,,58
Pham Nhat Vuong,7.3,Vietnam,,diversified,,344,50,Diversified,,52
Phil Knight & family,49.9,United States,,Nike,,25,80,Fashion & Retail,,83
Phil Ruffin,2.1,United States,,"casinos, real estate",,1517,80,Diversified,,86
Philip & Cristina Green,2.4,United Kingdom,,fashion retail,,1299,60,Fashion & Retail,,69
Philip Anschutz,10.1,United States,,investments,,224,80,Finance & Investments,,81
Philip Fayer,1.7,Canada,,online payments,,1833,N/A,Finance & Investments,,N/A
Philip Niarchos,2.8,Greece,,art collection,,1111,60,Diversified,,67
Philippe Foriel-Destezet,3,France,,employment agency,,1008,80,Service,,85
Philippe Ginestet & family,2.1,France,,retail stores,,1517,60,Fashion & Retail,,67
Philippe Laffont,2.1,United States,,hedge fund,,1517,50,Finance & Investments,,53
Phillip Frost,2.5,United States,,pharmaceuticals,,1249,80,Healthcare,,84
Phillip T. (Terry) Ragon,2.2,United States,,health IT,,1444,70,Technology,,71
Phongthep Chiaravanont,1.5,Thailand,,diversified,,2035,60,Diversified,,69
Piero Ferrari,4.1,Italy,,automobiles,,705,70,Automotive,,75
Pierre Bellon & family,4.8,France,,food services,,589,90,Service,,91
Pierre Chen,5.1,Taiwan,,electronics,,550,60,Technology,,64
Pierre Karl Péladeau,2,Canada,,media,,1580,50,Media & Entertainment,,59
Pierre Omidyar,21.4,United States,,"eBay, PayPal",,83,50,Technology,,53
Pieter van der Does,2.6,Netherlands,,payments software,,1205,50,Technology,,51
Polys Haji-Ioannou,1.1,Cyprus,,EasyJet,,2524,60,Service,,61
Prachak Tangkaravakoon,1.6,Thailand,,paints,,1931,70,Manufacturing,,77
Pradip Burman,1.3,India,,consumer goods,,2263,70,Food & Beverage,,78
Prajogo Pangestu,6.5,Indonesia,,petrochemicals,,404,70,Diversified,,76
Prasert Prasarttong-Osoth,3.1,Thailand,,hospitals,,986,80,Healthcare,,88
Prathap Reddy,1.5,India,,healthcare,,2035,80,Healthcare,,89
Prathip Chiravanond,1.5,Thailand,,diversified,,2035,N/A,Diversified,,N/A
Prayudh Mahagitsiri,2.1,Thailand,,"coffee, shipping",,1517,70,Food & Beverage,,75
Premchand Godha,1.2,India,,pharmaceuticals,,2378,70,Healthcare,,74
Pu Shulin,1.1,China,,TV shows,,2524,60,Media & Entertainment,,65
Pu Zhongjie & family,1.8,China,,medical equipment,,1750,50,Healthcare,,58
Pyotr Aven,5.3,Russia,,"oil, banking, telecom",,529,60,Finance & Investments,,66
Pyotr Kondrashev,1.5,Russia,,investments,,2035,70,Manufacturing,,71
Qi Jinxing,1.4,China,,real estate,,2141,50,Real Estate,,59
Qi Shi & family,10.4,China,,financial information,,216,50,Technology,,51
Qi Xiangdong,3.3,China,,software,,925,50,Technology,,50
Qian Dongqi & family,6.1,China,,household appliances,,440,60,Manufacturing,,63
Qian Jinghong,1.4,China,,electric scooters,,2141,40,Automotive,,48
Qian Ying,2.2,China,,pig breeding,,1444,50,Food & Beverage,,55
Qin Long,1.8,China,,tire,,1750,50,Manufacturing,,55
Qin Qingping & family,1.2,China,,coal & coke,,2378,50,Energy,,58
Qin Yinglin & family,33.5,China,,pig breeding,,44,50,Food & Beverage,,55
Qiu Dongxu,1.2,Canada,,pharmaceutical,,2378,60,Healthcare,,61
Qiu Guanghe & family,4,China,,fashion retail,,727,60,Fashion & Retail,,69
Qiu Jianping & family,3.8,China,,hand tools,,775,50,Manufacturing,,59
Qiu Lingyun,1.1,China,,consumer technology,,2524,40,Technology,,45
Qiu Minxiu,1.3,China,,semiconductors,,2263,70,Technology,,75
Quek Leng Chan,9.7,Malaysia,,"banking, property",,234,70,Diversified,,79
R. Budi Hartono,20.5,Indonesia,,"banking, tobacco",,86,80,Finance & Investments,,80
R.G. Chandramogan,1.7,India,,dairy,,1833,70,Food & Beverage,,72
Radha Vembu,1.5,India,,business software,,2035,40,Technology,,48
Radhakishan Damani,16.5,India,,"retail, investments",,117,60,Fashion & Retail,,66
Radhe Shyam Agarwal,1.1,India,,consumer goods,,2524,70,Fashion & Retail,,76
Radhe Shyam Goenka,1.1,India,,consumer goods,,2524,70,Fashion & Retail,,75
Radik Shaimiev,1.3,Russia,,"refinery, chemicals",,2263,50,Energy,,56
Radovan Vitek,4.8,Czechia,,real estate,,589,40,Real Estate,,49
Rafael Del Pino,3.9,Spain,,construction,,752,60,Construction & Engineering,,62
Rafal Brzoska,1.3,Poland,,parcel lockers,,2263,40,Logistics,,43
Rafique Malik,1,India,,footwear,,2674,70,Fashion & Retail,,70
Rahel Blocher,7.1,Switzerland,,chemicals,,358,40,Manufacturing,,45
Rahul Bajaj,6.3,India,,diversified,,421,80,Diversified,,82
Rahul Gautam,1.1,India,,mattresses,,2524,60,Fashion & Retail,,68
Rainer Blickle,5.4,Germany,,auto parts,,520,70,Manufacturing,,73
Raj Kumar & Kishin RK,2.6,Singapore,,real estate,,1205,60,Real Estate,,66
Rajan Raheja & family,2.5,India,,diversified,,1249,60,Diversified,,66
Rajendra Agarwal,2.6,India,,pharmaceuticals,,1205,60,Healthcare,,62
Rajju Shroff,1.7,India,,agrochemicals,,1833,80,Manufacturing,,87
Rakesh Gangwal,3.9,United States,,airline,,752,60,Service,,67
Rakesh Jhunjhunwala,4.3,India,,investments,,665,60,Finance & Investments,,60
Ralph Dommermuth,4.3,Germany,,internet service provider,,665,50,Technology,,57
Ralph Lauren,7.1,United States,,apparel,,358,80,Fashion & Retail,,81
Ramesh Kumar Dua,1,India,,footwear,,2674,60,Fashion & Retail,,67
Ramon Ang,2.2,Philippines,,Diversified,,1444,60,Food & Beverage,,67
Randa Duncan Williams,6,United States,,pipelines,,451,50,Energy,,59
Randal J. Kirk,2.2,United States,,pharmaceuticals,,1444,60,Healthcare,,67
Randolph Lerner,1.1,United States,,"banking, credit cards",,2524,50,Finance & Investments,,59
Ranjan Pai,1.3,India,,education,,2263,40,Service,,48
Rao Wei & family,1.2,China,,pharmaceuticals,,2378,50,Healthcare,,56
Ravi Jaipuria,3.3,India,,"soft drinks, fast food",,925,60,Food & Beverage,,66
Ravi Pillai,2.5,India,,construction,,1249,60,Construction & Engineering,,67
Ray Dalio,20.3,United States,,hedge funds,,88,70,Finance & Investments,,71
Ray Davis,2.1,United States,,pipelines,,1517,70,Energy,,79
Ray Lee Hunt,4.2,United States,,"oil, real estate",,680,70,Energy,,78
Raymond Kwok,1.5,Hong Kong,,real estate,,2035,60,Real Estate,,67
Reed Hastings,5.1,United States,,Netflix,,550,60,Media & Entertainment,,60
Regine Leibinger,2,Germany,,machine tools,,1580,50,Manufacturing,,58
Reid Hoffman,2,United States,,LinkedIn,,1580,50,Technology,,53
"Reinfried Pohl, Jr.",1.4,Germany,,mutual funds,,2141,60,Finance & Investments,,61
Reinhold Schmieding,6.7,United States,,medical devices,,391,60,Healthcare,,66
Reinhold Wuerth & family,16.8,Germany,,fasteners,,115,80,Manufacturing,,85
Reinold Geiger,1.8,Austria,,beauty products,,1750,70,Fashion & Retail,,73
Remo Ruffini,3.4,Italy,,winter jackets,,891,50,Fashion & Retail,,59
Ren Jianhua,2.6,China,,kitchen appliances,,1205,60,Manufacturing,,64
Ren Jinsheng & family,1.5,China,,pharmaceutical,,2035,50,Healthcare,,58
Ren Zhengfei,1.2,China,,telecom equipment,,2378,70,Telecom,,77
Renate Reimann-Haas,3.8,Germany,,consumer goods,,775,60,Fashion & Retail,,69
Renate Sick-Glaser,2.4,Germany,,sensor technology,,1299,N/A,Technology,,N/A
Rene Benko,5.6,Austria,,"real estate, retail",,496,40,Real Estate,,44
Renzo Rosso & family,3.3,Italy,,fashion,,925,60,Fashion & Retail,,65
"Ricardo Po, Sr. & family",1.1,Philippines,,canned food,,2524,90,Food & Beverage,,90
Ricardo Salinas Pliego & family,12.9,Mexico,,"retail, media",,166,60,Fashion & Retail,,65
Richard Barton,2.2,United States,,Zillow,,1444,50,Real Estate,,53
Richard Branson,4.8,United Kingdom,,Virgin,,589,70,Diversified,,70
Richard Chandler,2.4,New Zealand,,investments,,1299,60,Finance & Investments,,62
Richard Chang,1.7,Taiwan,,"real estate, electronics",,1833,70,Real Estate,,74
Richard Desmond,1.3,United Kingdom,,publishing,,2263,60,Media & Entertainment,,69
Richard Fortin,1.1,Canada,,convinience stores,,2524,70,Fashion & Retail,,72
Richard Hayne,1.4,United States,,Urban Outfitters,,2141,70,Fashion & Retail,,73
Richard Kayne,1.1,United States,,investments,,2524,70,Finance & Investments,,75
Richard Kinder,7,United States,,pipelines,,369,70,Energy,,76
Richard LeFrak & family,3.3,United States,,real estate,,925,70,Real Estate,,75
Richard Li,4.5,Hong Kong,,telecom,,638,50,Telecom,,54
Richard Oetker,2.8,Germany,,consumer goods,,1111,70,Fashion & Retail,,70
Richard Peery,2.7,United States,,real estate,,1174,80,Real Estate,,82
Richard Qiangdong Liu,22.4,China,,e-commerce,,77,40,Technology,,47
Richard Sands,2.1,United States,,liquor,,1517,70,Food & Beverage,,70
Richard Schulze,4.7,United States,,Best Buy,,608,80,Fashion & Retail,,80
Richard Tsai,3.6,Taiwan,,finance,,831,60,Finance & Investments,,63
Richard White,3,Australia,,software,,1008,60,Technology,,66
"Richard Yuengling, Jr.",1.4,United States,,beer,,2141,70,Food & Beverage,,78
Rick Caruso,4.2,United States,,real estate,,680,60,Real Estate,,62
Riley Bechtel & family,2.9,United States,,"engineering, construction",,1064,60,Construction & Engineering,,69
Rinat Akhmetov,7.6,Ukraine,,"steel, coal",,327,50,Metals & Mining,,54
Rishad Naoroji,2.4,India,,consumer goods,,1299,60,Diversified,,69
Rit Thirakomen,1,Thailand,,restaurants,,2674,60,Food & Beverage,,69
Rita Tong Liu,3.2,Hong Kong,,real estate,,956,70,Real Estate,,72
RJ Scaringe,3.4,United States,,electric vehicles,,891,30,Automotive,,38
Rob Walton,59.5,United States,,Walmart,13,19,70,Fashion & Retail,,76
